q seq id	s seq id	percent id	length	mismatch	gap open	q start	q end	s start	s end	e-value	bit score 																																												
SCPA_ARTBC	NODE_385_30372_cov_13.545313	48.021	379	139	7	1	331	26684	27790	2.76E-144	317																																												
SCPA_TRITO	NODE_385_30372_cov_13.545313	48.919	370	149	8	1	331	26684	27790	8.93E-146	317																																												
SCPA_TRIVH	NODE_385_30372_cov_13.545313	48.021	379	139	7	1	331	26684	27790	2.76E-144	317																																												
SCPB_ARTBC	NODE_141_80488_cov_14.851060	40.949	569	299	12	2	547	49183	50847	1.49E-107	356																																												
SCPB_ARTOC	NODE_141_80488_cov_14.851060	42.088	594	308	14	2	576	49183	50913	8.94E-115	377																																												
SCPB_TRIRU	NODE_141_80488_cov_14.851060	41.125	569	304	11	2	553	49183	50847	1.79E-110	364																																												
SEC31_COCIM	NODE_35_150279_cov_14.508738	64.402	736	248	6	11	743	131463	129289	0	977																																												
SED1_ARTOC	NODE_35_150279_cov_14.508738	28.595	605	349	18	7	606	85172	83592	3.80E-52	194																																												
SED1_ASPFU	NODE_35_150279_cov_14.508738	30.205	586	337	15	8	580	85172	83592	4.28E-67	237																																												
SED2_ARTBC	NODE_35_150279_cov_14.508738	38.139	548	293	12	10	535	85163	83592	2.03E-108	356																																												
SED2_ARTOC	NODE_35_150279_cov_14.508738	38.504	548	291	12	10	535	85163	83592	1.69E-108	356																																												
SED2_ASPFU	NODE_35_150279_cov_14.508738	39.531	554	291	13	4	538	85181	83595	1.59E-119	388																																												
SED2_TRIVH	NODE_35_150279_cov_14.508738	37.774	548	295	12	10	535	85163	83592	5.07E-107	352																																												
SED3_ARTBC	NODE_35_150279_cov_14.508738	36.464	543	303	13	10	529	85163	83592	5.38E-98	325																																												
SED3_ARTOC	NODE_35_150279_cov_14.508738	35.229	545	307	15	13	532	85163	83592	1.02E-89	301																																												
SED3_ASPFU	NODE_35_150279_cov_14.508738	35.401	548	316	10	4	528	85193	83595	8.90E-101	334																																												
SED3_TRIVH	NODE_35_150279_cov_14.508738	36.648	543	302	13	10	529	85163	83592	1.20E-98	327																																												
SED4_ARTBC	NODE_35_150279_cov_14.508738	37.05	556	305	15	9	540	85190	83586	4.23E-103	341																																												
SED4_ARTOC	NODE_35_150279_cov_14.508738	36.036	555	310	13	4	534	85205	83604	9.37E-93	311																																												
SED4_ASPFU	NODE_35_150279_cov_14.508738	35.663	558	303	16	1	531	85178	83592	3.59E-90	303																																												
SED4_TRIVH	NODE_35_150279_cov_14.508738	37.41	556	303	15	9	540	85190	83586	4.79E-103	340																																												
SET1_CANAL	NODE_126_85463_cov_14.400956	47.416	329	139	5	684	980	83918	82938	6.40E-75	271																																												
SEY1_CANAL	NODE_220_56071_cov_12.988095	35.983	717	380	15	1	651	52212	50101	2.00E-119	395																																												
SNF7_CANAL	NODE_80_110061_cov_15.199947	52.747	91	42	1	1	90	77390	77118	2.99E-16	75.1																																												
SODC_CANAL	NODE_137_81562_cov_14.950942	51.639	122	24	1	6	92	80946	80581	4.46E-30	111																																												
SPCA_ARTOC	NODE_141_80488_cov_14.851060	41.607	560	300	12	1	543	49183	50832	6.26E-124	403																																												
SPCA_TRIEQ	NODE_385_30372_cov_13.545313	48.919	370	149	8	1	331	26684	27790	9.02E-146	317																																												
SPCA_TRIRU	NODE_385_30372_cov_13.545313	47.757	379	140	7	1	331	26684	27790	5.92E-145	318																																												
STE20_CANAL	NODE_115_90966_cov_14.335352	59.259	189	61	1	994	1166	50727	51293	2.51E-108	226																																												
STE20_USTMA	NODE_115_90966_cov_14.335352	63.587	184	51	1	514	681	50727	51278	3.61E-119	238																																												
SU11A_COCP7	NODE_108_93473_cov_14.686178	41.463	328	158	11	45	343	39807	38839	6.30E-41	153																																												
SU11B_COCP7	NODE_108_93473_cov_14.686178	38.65	326	168	10	45	340	39810	38839	2.99E-43	159																																												
SUB10_ARTBC	NODE_108_93473_cov_14.686178	36.17	282	152	11	44	304	39810	38986	3.23E-31	127																																												
SUB10_ARTOC	NODE_108_93473_cov_14.686178	36.918	279	152	8	43	302	39810	38989	2.45E-22	98.6																																												
SUB10_TRIVH	NODE_108_93473_cov_14.686178	35.943	281	154	8	44	304	39810	38986	5.91E-35	139																																												
SUB11_ARTBC	NODE_108_93473_cov_14.686178	38.788	330	163	8	44	340	39810	38839	2.61E-40	151																																												
SUB11_ARTGP	NODE_108_93473_cov_14.686178	39.077	325	169	7	44	340	39810	38839	8.97E-42	155																																												
SUB11_ARTOC	NODE_108_93473_cov_14.686178	37.994	329	167	7	44	340	39810	38839	5.45E-43	159																																												
SUB11_TRIVH	NODE_108_93473_cov_14.686178	38.485	330	164	8	44	340	39810	38839	3.78E-40	150																																												
SUB12_ARTBC	NODE_108_93473_cov_14.686178	34.211	342	175	9	44	355	39807	38842	6.45E-38	144																																												
SUB12_ARTGP	NODE_108_93473_cov_14.686178	37.578	322	172	7	44	336	39807	38842	5.55E-43	159																																												
SUB12_TRIVH	NODE_108_93473_cov_14.686178	36.223	323	175	8	44	336	39807	38842	7.14E-42	155																																												
SUB1_ARTBC	NODE_108_93473_cov_14.686178	43.269	312	152	9	43	332	39810	38884	1.72E-37	147																																												
SUB1_ARTBE	NODE_108_93473_cov_14.686178	42.154	325	156	9	43	338	39810	38845	3.71E-40	150																																												
SUB1_ARTGP	NODE_108_93473_cov_14.686178	44.828	290	141	7	61	332	39750	38884	3.05E-49	180																																												
SUB1_ARTOC	NODE_108_93473_cov_14.686178	43.692	325	157	6	43	341	39810	38836	5.16E-55	197																																												
SUB1_ARTOT	NODE_108_93473_cov_14.686178	43.692	325	157	6	43	341	39810	38836	5.16E-55	197																																												
SUB1_TRIEQ	NODE_108_93473_cov_14.686178	46.008	263	126	5	61	308	39750	38965	4.06E-37	145																																												
SUB1_TRIRU	NODE_108_93473_cov_14.686178	43.269	312	152	9	43	332	39810	38884	5.81E-37	144																																												
SUB1_TRITO	NODE_108_93473_cov_14.686178	46.008	263	126	5	61	308	39750	38965	3.74E-37	145																																												
SUB1_TRIVC	NODE_108_93473_cov_14.686178	42.154	325	156	9	43	338	39810	38845	3.71E-40	150																																												
SUB1_TRIVH	NODE_108_93473_cov_14.686178	43.269	312	152	9	43	332	39810	38884	1.23E-37	147																																												
SUB2A_COCP7	NODE_108_93473_cov_14.686178	39.414	307	160	8	63	346	39750	38839	5.50E-45	165																																												
SUB2B_COCP7	NODE_108_93473_cov_14.686178	39.544	263	145	3	62	310	39753	38965	7.25E-45	164																																												
SUB2C_COCP7	NODE_108_93473_cov_14.686178	36.964	303	169	5	60	342	39750	38848	5.66E-45	165																																												
SUB2_ARTBC	NODE_108_93473_cov_14.686178	36.964	303	169	5	67	349	39750	38848	3.15E-36	140																																												
SUB2_ARTBE	NODE_108_93473_cov_14.686178	36.964	303	169	5	67	349	39750	38848	3.05E-36	140																																												
SUB2_ARTGP	NODE_108_93473_cov_14.686178	39.643	280	153	4	68	337	39750	38929	7.83E-38	144																																												
SUB2_ARTOC	NODE_108_93473_cov_14.686178	39.286	280	154	4	68	337	39750	38929	6.88E-37	142																																												
SUB2_ARTOT	NODE_108_93473_cov_14.686178	38.078	281	157	5	68	338	39750	38929	1.17E-32	129																																												
SUB2_TRIEQ	NODE_108_93473_cov_14.686178	39.286	280	154	4	67	336	39750	38929	3.62E-36	139																																												
SUB2_TRIRU	NODE_108_93473_cov_14.686178	38.929	280	155	4	67	336	39750	38929	4.43E-35	136																																												
SUB2_TRITO	NODE_108_93473_cov_14.686178	39.286	280	154	4	67	336	39750	38929	6.89E-36	139																																												
SUB2_TRIVC	NODE_108_93473_cov_14.686178	36.964	303	169	5	67	349	39750	38848	1.15E-36	141																																												
SUB2_TRIVH	NODE_108_93473_cov_14.686178	36.964	303	169	5	67	349	39750	38848	1.11E-36	141																																												
SUB3_ARTBC	NODE_108_93473_cov_14.686178	36.061	330	170	10	43	337	39810	38839	2.07E-35	137																																												
SUB3_ARTBE	NODE_108_93473_cov_14.686178	36.061	330	170	10	43	337	39810	38839	2.07E-35	137																																												
SUB3_ARTGP	NODE_108_93473_cov_14.686178	36.585	328	171	11	43	337	39810	38839	3.05E-33	130																																												
SUB3_ARTOC	NODE_108_93473_cov_14.686178	36.474	329	170	9	43	337	39810	38839	4.36E-31	124																																												
SUB3_ARTOT	NODE_108_93473_cov_14.686178	36.474	329	170	9	43	337	39810	38839	4.36E-31	124																																												
SUB3_TRIEQ	NODE_108_93473_cov_14.686178	36.196	326	175	10	43	337	39810	38839	1.56E-35	137																																												
SUB3_TRIRU	NODE_108_93473_cov_14.686178	36.503	326	174	10	43	337	39810	38839	1.99E-35	137																																												
SUB3_TRITO	NODE_108_93473_cov_14.686178	35.89	326	176	10	43	337	39810	38839	4.82E-35	135																																												
SUB3_TRIVC	NODE_108_93473_cov_14.686178	36.061	330	170	10	43	337	39810	38839	2.07E-35	137																																												
SUB3_TRIVH	NODE_108_93473_cov_14.686178	36.061	330	170	10	43	337	39810	38839	2.07E-35	137																																												
SUB4A_COCP7	NODE_108_93473_cov_14.686178	45.936	283	130	8	43	306	39810	38974	3.10E-43	159																																												
SUB4B_COCP7	NODE_108_93473_cov_14.686178	40.288	278	120	8	44	278	39813	38989	5.44E-42	155																																												
SUB4C_COCP7	NODE_108_93473_cov_14.686178	41.159	328	161	9	47	347	39807	38839	5.89E-58	202																																												
SUB4_ARTBC	NODE_108_93473_cov_14.686178	38.671	331	162	9	44	339	39813	38839	6.99E-47	170																																												
SUB4_ARTBE	NODE_108_93473_cov_14.686178	38.671	331	162	9	44	339	39813	38839	6.99E-47	170																																												
SUB4_ARTGP	NODE_108_93473_cov_14.686178	39.144	327	166	10	44	339	39813	38839	1.36E-46	169																																												
SUB4_ARTOC	NODE_108_93473_cov_14.686178	38.369	331	163	9	44	339	39813	38839	1.76E-44	163																																												
SUB4_TRIEQ	NODE_108_93473_cov_14.686178	40.432	324	160	10	42	334	39813	38848	1.07E-49	178																																												
SUB4_TRIRU	NODE_108_93473_cov_14.686178	38.671	331	162	9	44	339	39813	38839	1.31E-46	169																																												
SUB4_TRITO	NODE_108_93473_cov_14.686178	40.367	327	162	10	44	339	39813	38839	2.27E-50	180																																												
SUB4_TRIVC	NODE_108_93473_cov_14.686178	38.671	331	162	9	44	339	39813	38839	6.99E-47	170																																												
SUB4_TRIVH	NODE_108_93473_cov_14.686178	38.671	331	162	9	44	339	39813	38839	6.99E-47	170																																												
SUB5_ARTBC	NODE_108_93473_cov_14.686178	37.5	328	167	9	43	336	39810	38839	3.15E-42	156																																												
SUB5_ARTBE	NODE_108_93473_cov_14.686178	37.805	328	166	9	43	336	39810	38839	2.89E-42	156																																												
SUB5_ARTGP	NODE_108_93473_cov_14.686178	39.576	283	142	5	80	336	39678	38839	6.00E-35	135																																												
SUB5_ARTOC	NODE_108_93473_cov_14.686178	38.72	328	163	9	42	335	39810	38839	6.08E-48	173																																												
SUB5_TRIEQ	NODE_108_93473_cov_14.686178	38.11	328	165	9	43	336	39810	38839	2.39E-42	157																																												
SUB5_TRIRU	NODE_108_93473_cov_14.686178	38.11	328	165	9	43	336	39810	38839	1.86E-42	157																																												
SUB5_TRITO	NODE_108_93473_cov_14.686178	38.11	328	165	9	43	336	39810	38839	2.39E-42	157																																												
SUB5_TRIVC	NODE_108_93473_cov_14.686178	37.805	328	166	9	43	336	39810	38839	2.30E-42	157																																												
SUB5_TRIVH	NODE_108_93473_cov_14.686178	37.805	328	166	9	43	336	39810	38839	2.30E-42	157																																												
SUB6_ARTBC	NODE_108_93473_cov_14.686178	43.252	326	160	9	49	352	39807	38839	1.78E-53	189																																												
SUB6_ARTBE	NODE_108_93473_cov_14.686178	43.252	326	160	9	49	352	39807	38839	1.78E-53	189																																												
SUB6_ARTGP	NODE_108_93473_cov_14.686178	44.136	324	156	9	49	348	39807	38839	1.75E-49	178																																												
SUB6_ARTOC	NODE_108_93473_cov_14.686178	43.21	324	158	9	48	346	39807	38839	4.31E-54	191																																												
SUB6_TRIEQ	NODE_108_93473_cov_14.686178	44.479	326	156	9	49	352	39807	38839	1.16E-54	193																																												
SUB6_TRIRU	NODE_108_93473_cov_14.686178	42.638	326	162	9	49	352	39807	38839	1.75E-52	187																																												
SUB6_TRISD	NODE_108_93473_cov_14.686178	42.638	326	162	9	49	352	39807	38839	1.75E-52	187																																												
SUB6_TRISH	NODE_108_93473_cov_14.686178	45.098	306	151	8	47	338	39807	38899	4.99E-53	188																																												
SUB6_TRITO	NODE_108_93473_cov_14.686178	44.479	326	156	9	49	352	39807	38839	1.10E-54	193																																												
SUB6_TRIVC	NODE_108_93473_cov_14.686178	42.945	326	161	9	49	352	39807	38839	2.14E-51	184																																												
SUB6_TRIVH	NODE_108_93473_cov_14.686178	43.252	326	160	9	49	352	39807	38839	3.52E-52	186																																												
SUB7A_COCP7	NODE_108_93473_cov_14.686178	45.725	269	124	7	45	293	39807	39007	7.64E-44	161																																												
SUB7B_COCP7	NODE_108_93473_cov_14.686178	44.308	325	149	11	44	338	39807	38839	2.30E-46	168																																												
SUB7C_COCP7	NODE_108_93473_cov_14.686178	42.391	276	142	9	44	303	39807	38983	1.92E-46	169																																												
