q seq id	s seq id	percent id	length	mismatch	gap open	q start	q end	s start	s end	e-value	bit score 
g8294	lcl|NW_015622819.1_prot_XP_016266691.1_2344	35.217	531	313	12	2	512	145	664	1.78E-85	285
g8295	lcl|NW_015622832.1_prot_XP_016257243.1_11779	62.626	297	74	6	1	265	79	370	1.01E-114	333
g8296	lcl|NW_015622832.1_prot_XP_016257244.1_11780	100	919	0	0	1	919	79	997	0	1893
g8297	lcl|NW_015622832.1_prot_XP_016257245.1_11781	100	444	0	0	1	444	79	522	0	914
g8298	lcl|NW_015622832.1_prot_XP_016257246.1_11782	100	540	0	0	1	540	79	618	0	1089
g8299	lcl|NW_015622832.1_prot_XP_016257249.1_11785	100	326	0	0	385	710	26	351	0	692
g83	lcl|NW_015622830.1_prot_XP_016257565.1_11495	99.7	333	1	0	1	333	79	411	0	664
g830	lcl|NW_015622820.1_prot_XP_016265944.1_4490	90.366	519	0	1	1	519	79	547	0	949
g8300	lcl|NW_015622823.1_prot_XP_016261229.1_7299	45.57	316	138	5	1	282	60	375	2.28E-93	280
g8301	lcl|NW_015622832.1_prot_XP_016257251.1_11787	100	368	0	0	1	368	186	553	0	765
g8302	lcl|NW_015622832.1_prot_XP_016257252.1_11788	100	862	0	0	1	862	79	940	0	1774
g8303	lcl|NW_015622832.1_prot_XP_016257253.1_11789	100	823	0	0	1	823	79	901	0	1720
g8304	lcl|NW_015622832.1_prot_XP_016257254.1_11790	100	561	0	0	1	561	79	639	0	1161
g8305	lcl|NW_015622832.1_prot_XP_016257255.1_11791	100	1058	0	0	1	1058	79	1136	0	2179
g8306	lcl|NW_015622832.1_prot_XP_016257256.1_11792	100	913	0	0	1	913	79	991	0	1831
g8307	lcl|NW_015622832.1_prot_XP_016257257.1_11793	99.77	435	1	0	1	435	79	513	0	889
g8308	lcl|NW_015622832.1_prot_XP_016257259.1_11795	100	987	0	0	1	987	141	1127	0	2040
g8309	lcl|NW_015622832.1_prot_XP_016257262.1_11798	100	431	0	0	1	431	481	911	0	878
g831	lcl|NW_015622820.1_prot_XP_016265946.1_4491	100	744	0	0	1	744	79	822	0	1524
g8310	lcl|NW_015622834.1_prot_XP_016257089.1_12140	100	3720	0	0	1	3720	607	4326	0	7730
g8311	lcl|NW_015622834.1_prot_XP_016257090.1_12141	100	243	0	0	1	243	79	321	0	503
g8312	lcl|NW_015622834.1_prot_XP_016257091.1_12142	100	1541	0	0	1	1541	79	1619	0	3172
g8313	lcl|NW_015622820.1_prot_XP_016265904.1_4449	32.567	261	162	7	10	266	49	299	3.79E-33	122
g8314	lcl|NW_015622818.1_prot_XP_016268358.1_855	100	463	0	0	1	463	79	541	0	931
g8315	lcl|NW_015622818.1_prot_XP_016268357.1_854	100	568	0	0	1	568	79	646	0	1187
g8316	lcl|NW_015622818.1_prot_XP_016268356.1_853	100	219	0	0	1	219	79	297	2.22E-167	461
g8317	lcl|NW_015622818.1_prot_XP_016268355.1_852	91.277	321	12	2	1	321	79	383	0	578
g8318	lcl|NW_015622818.1_prot_XP_016268354.1_851	100	506	0	0	1	506	79	584	0	1016
g8319	lcl|NW_015622818.1_prot_XP_016268352.1_849	100	401	0	0	1	401	7	407	0	831
g832	lcl|NW_015622820.1_prot_XP_016265947.1_4492	100	459	0	0	1	459	79	537	0	931
g8320	lcl|NW_015622818.1_prot_XP_016268350.1_847	100	148	0	0	1	148	79	226	1.31E-109	309
g8322	lcl|NW_015622818.1_prot_XP_016268348.1_845	100	52	0	0	1	52	79	130	3.29E-33	108
g8323	lcl|NW_015622818.1_prot_XP_016268347.1_844	100	365	0	0	1	365	157	521	0	752
g8324	lcl|NW_015622818.1_prot_XP_016268346.1_843	100	175	0	0	1	175	79	253	2.07E-125	352
g8325	lcl|NW_015622818.1_prot_XP_016268345.1_842	100	146	0	0	1	146	79	224	4.02E-105	298
g8326	lcl|NW_015622818.1_prot_XP_016268344.1_841	100	76	0	0	1	76	79	154	9.42E-52	159
g8327	lcl|NW_015622818.1_prot_XP_016268343.1_840	100	236	0	0	1	236	79	314	3.77E-177	488
g8328	lcl|NW_015622818.1_prot_XP_016268341.1_838	100	102	0	0	1	102	79	180	2.63E-71	209
g8329	lcl|NW_015622818.1_prot_XP_016268339.1_836	100	246	0	0	1	246	96	341	0	511
g833	lcl|NW_015622820.1_prot_XP_016265948.1_4493	100	387	0	0	1	387	79	465	0	804
g8330	lcl|NW_015622824.1_prot_XP_016261050.1_8846	100	439	0	0	1	439	79	517	0	892
g8331	lcl|NW_015622824.1_prot_XP_016261049.1_8845	100	491	0	0	1	491	79	569	0	1010
g8332	lcl|NW_015622824.1_prot_XP_016261048.1_8844	100	285	0	0	1	285	79	363	0	588
g8333	lcl|NW_015622824.1_prot_XP_016261047.1_8843	100	980	0	0	1	980	79	1058	0	2012
g8334	lcl|NW_015622822.1_prot_XP_016262277.1_6223	34.94	249	145	5	18	250	99	346	3.26E-38	139
g8335	lcl|NW_015622824.1_prot_XP_016261046.1_8842	100	189	0	0	1	189	79	267	3.87E-139	387
g8336	lcl|NW_015622819.1_prot_XP_016266095.1_1748	47.917	192	97	2	1	189	86	277	4.62E-65	202
g8337	lcl|NW_015622833.1_prot_XP_016257202.1_12027	84.354	914	109	5	291	1204	1	880	0	1578
g8338	lcl|NW_015622858.1_prot_XP_016256367.1_12810	75.273	1007	226	3	1	1006	75	1059	0	1494
g8339	lcl|NW_015622920.1_prot_XP_016255980.1_13187	87.586	290	33	1	259	545	1	290	0	512
g834	lcl|NW_015622820.1_prot_XP_016265949.1_4494	100	566	0	0	1	566	62	627	0	1186
g8340	lcl|NW_015622900.1_prot_XP_016256016.1_13156	45.989	187	16	3	1	187	92	193	2.60E-34	120
g8341	lcl|NW_015622825.1_prot_XP_016259776.1_9018	73.026	456	112	3	28	483	128	572	0	681
g8342	lcl|NW_015622826.1_prot_XP_016259001.1_9529	100	996	0	0	1	996	79	1074	0	2059
g8343	lcl|NW_015622833.1_prot_XP_016257198.1_12023	28.964	473	284	18	3	444	74	525	3.81E-35	137
g8344	lcl|NW_015622826.1_prot_XP_016259002.1_9530	100	245	0	0	1	245	79	323	0	516
g8345	lcl|NW_015622826.1_prot_XP_016259004.1_9532	100	397	0	0	856	1252	31	427	0	824
g8346	lcl|NW_015622818.1_prot_XP_016268652.1_1149	55.319	423	177	2	1	423	68	478	3.00E-176	500
g8347	lcl|NW_015622821.1_prot_XP_016264558.1_5902	43.258	356	163	8	2	352	83	404	9.68E-95	286
g8348	lcl|NW_015622826.1_prot_XP_016259005.1_9533	100	358	0	0	38	395	1	358	0	745
g8349	lcl|NW_015622826.1_prot_XP_016259007.1_9535	100	680	0	0	1	680	79	758	0	1409
g835	lcl|NW_015622820.1_prot_XP_016265950.1_4497	100	361	0	0	1	361	79	439	0	747
g8350	lcl|NW_015622826.1_prot_XP_016259008.1_9536	100	402	0	0	1	402	79	480	0	830
g8351	lcl|NW_015622826.1_prot_XP_016259009.1_9537	100	429	0	0	1	429	79	507	0	860
g8352	lcl|NW_015622826.1_prot_XP_016259010.1_9538	100	296	0	0	399	694	9	304	0	612
g8353	lcl|NW_015622826.1_prot_XP_016259011.1_9539	98.305	413	0	2	1	406	17	429	0	823
g8354	lcl|NW_015622826.1_prot_XP_016259012.1_9540	100	192	0	0	1	192	79	270	3.47E-142	395
g8355	lcl|NW_015622826.1_prot_XP_016259013.1_9541	100	380	0	0	19	398	155	534	0	786
g8356	lcl|NW_015622818.1_prot_XP_016268406.1_903	37.472	443	272	4	1	441	54	493	2.84E-87	282
g8357	lcl|NW_015622826.1_prot_XP_016259015.1_9543	99.732	745	2	0	330	1074	2	746	0	1542
g8359	lcl|NW_015622826.1_prot_XP_016259017.1_9545	100	423	0	0	1	423	79	501	0	847
g836	lcl|NW_015622820.1_prot_XP_016265953.1_4498	100	128	0	0	1	128	163	290	2.09E-93	270
g8360	lcl|NW_015622826.1_prot_XP_016259018.1_9546	100	295	0	0	1	295	79	373	0	613
g8361	lcl|NW_015622826.1_prot_XP_016259019.1_9547	100	663	0	0	1	663	79	741	0	1325
g8362	lcl|NW_015622824.1_prot_XP_016260423.1_8219	100	789	0	0	1	789	82	870	0	1616
g8363	lcl|NW_015622824.1_prot_XP_016260426.1_8222	100	560	0	0	624	1183	1	560	0	1153
g8364	lcl|NW_015622824.1_prot_XP_016260427.1_8223	100	351	0	0	1	351	79	429	0	722
g8365	lcl|NW_015622824.1_prot_XP_016260428.1_8224	100	321	0	0	1	321	182	502	0	682
g8366	lcl|NW_015622824.1_prot_XP_016260430.1_8226	100	724	0	0	1	724	24	747	0	1495
g8367	lcl|NW_015622824.1_prot_XP_016260431.1_8227	100	504	0	0	1	504	79	582	0	1035
g8368	lcl|NW_015622824.1_prot_XP_016260432.1_8228	96.708	638	1	1	308	945	9	626	0	1264
g8369	lcl|NW_015622824.1_prot_XP_016260435.1_8231	100	29	0	0	1	29	79	107	7.32E-16	63.2
g837	lcl|NW_015622820.1_prot_XP_016265954.1_4499	100	459	0	0	1	459	79	537	0	939
g8370	lcl|NW_015622824.1_prot_XP_016260436.1_8232	100	443	0	0	1	443	79	521	0	912
g8371	lcl|NW_015622824.1_prot_XP_016260439.1_8235	100	546	0	0	1	546	79	624	0	1101
g8372	lcl|NW_015622824.1_prot_XP_016260441.1_8237	100	291	0	0	1	291	75	365	0	592
g8373	lcl|NW_015622824.1_prot_XP_016260442.1_8238	100	302	0	0	1	302	79	380	0	624
g8374	lcl|NW_015622824.1_prot_XP_016260443.1_8239	100	592	0	0	126	717	1	592	0	1234
g8375	lcl|NW_015622824.1_prot_XP_016260444.1_8240	100	127	0	0	1	127	64	190	1.21E-88	261
g8376	lcl|NW_015622820.1_prot_XP_016265047.1_3592	100	40	0	0	1	40	79	118	1.19E-24	86.3
g8377	lcl|NW_015622820.1_prot_XP_016265048.1_3593	100	365	0	0	1	365	79	443	0	769
g8378	lcl|NW_015622820.1_prot_XP_016265049.1_3594	100	441	0	0	1	441	79	519	0	845
g838	lcl|NW_015622819.1_prot_XP_016267120.1_2773	49.893	469	224	7	2	464	136	599	3.68E-147	432
g8380	lcl|NW_015622820.1_prot_XP_016265050.1_3595	100	345	0	0	400	744	1	345	0	735
g8381	lcl|NW_015622820.1_prot_XP_016265051.1_3596	100	382	0	0	1	382	79	460	0	791
g8382	lcl|NW_015622820.1_prot_XP_016265054.1_3599	100	173	0	0	1	173	79	251	6.83E-108	307
g8383	lcl|NW_015622820.1_prot_XP_016265055.1_3600	100	64	0	0	1	64	205	268	1.57E-39	129
g8385	lcl|NW_015622820.1_prot_XP_016265058.1_3603	100	725	0	0	1	725	79	803	0	1508
g8386	lcl|NW_015622820.1_prot_XP_016265059.1_3604	100	156	0	0	1	156	79	234	2.00E-115	325
g8387	lcl|NW_015622820.1_prot_XP_016265060.1_3605	100	480	0	0	1	480	79	558	0	991
g8388	lcl|NW_015622820.1_prot_XP_016265061.1_3606	100	388	0	0	1	388	183	570	0	792
g8389	lcl|NW_015622820.1_prot_XP_016265063.1_3608	100	389	0	0	108	496	1	389	0	818
g839	lcl|NW_015622820.1_prot_XP_016265957.1_4502	99.746	393	1	0	319	711	27	419	0	819
g8390	lcl|NW_015622820.1_prot_XP_016265066.1_3611	100	732	0	0	274	1005	1	732	0	1493
g8391	lcl|NW_015622820.1_prot_XP_016265068.1_3613	100	403	0	0	1	403	1002	1404	0	843
g8392	lcl|NW_015622818.1_prot_XP_016267538.1_37	100	372	0	0	1	372	79	450	0	724
g8393	lcl|NW_015622818.1_prot_XP_016267533.1_30	100	440	0	0	197	636	1	440	0	910
g8394	lcl|NW_015622818.1_prot_XP_016267532.1_29	100	450	0	0	1	450	86	535	0	913
g8395	lcl|NW_015622818.1_prot_XP_016267531.1_28	100	143	0	0	1	143	79	221	5.79E-105	297
g8396	lcl|NW_015622818.1_prot_XP_016267530.1_27	100	91	0	0	1	91	79	169	7.89E-62	184
g8397	lcl|NW_015622818.1_prot_XP_016267529.1_26	100	793	0	0	1	793	142	934	0	1650
g8398	lcl|NW_015622818.1_prot_XP_016267528.1_25	87.984	258	2	1	1	229	209	466	2.75E-164	464
g8399	lcl|NW_015622820.1_prot_XP_016264809.1_3354	36.364	429	233	6	3	398	286	707	6.54E-87	279
g84	lcl|NW_015622828.1_prot_XP_016258259.1_11055	55.455	220	77	2	1	200	123	341	5.79E-86	256
g840	lcl|NW_015622818.1_prot_XP_016268473.1_970	54.639	194	86	2	7	199	61	253	2.74E-70	213
g8400	lcl|NW_015622818.1_prot_XP_016267527.1_24	100	517	0	0	1	517	79	595	0	1077
g8401	lcl|NW_015622818.1_prot_XP_016267526.1_23	96.661	599	0	1	1	599	79	657	0	1190
g8402	lcl|NW_015622823.1_prot_XP_016261752.1_7822	42.714	199	110	2	2	200	83	277	2.47E-55	176
g8403	lcl|NW_015622818.1_prot_XP_016267524.1_20	100	133	0	0	1	133	129	261	8.50E-96	275
g8404	lcl|NW_015622818.1_prot_XP_016267522.1_19	100	591	0	0	1	591	79	669	0	1207
g8405	lcl|NW_015622818.1_prot_XP_016267521.1_18	100	357	0	0	1	357	79	435	0	733
g8406	lcl|NW_015622818.1_prot_XP_016267520.1_17	100	285	0	0	1	285	79	363	0	592
g8407	lcl|NW_015622818.1_prot_XP_016267519.1_16	100	160	0	0	1	160	79	238	1.49E-121	340
g8408	lcl|NW_015622818.1_prot_XP_016267518.1_15	67.91	134	1	1	1	134	79	170	3.16E-49	169
g8409	lcl|NW_015622821.1_prot_XP_016264123.1_5467	31.967	244	153	5	17	255	217	452	3.39E-30	117
g841	lcl|NW_015622825.1_prot_XP_016260033.1_9275	39.208	505	292	8	23	515	89	590	1.13E-105	328
g8410	lcl|NW_015622818.1_prot_XP_016267517.1_14	100	266	0	0	1	266	79	344	0	548
g8411	lcl|NW_015622818.1_prot_XP_016267516.1_13	96.842	380	6	1	27	400	62	441	0	743
g8412	lcl|NW_015622818.1_prot_XP_016267515.1_12	100	422	0	0	1	422	79	500	0	874
g8413	lcl|NW_015622818.1_prot_XP_016267514.1_11	100	253	0	0	1	253	79	331	0	517
g8415	lcl|NW_015622818.1_prot_XP_016267511.1_9	100	575	0	0	450	1024	1	575	0	1217
g8416	lcl|NW_015622821.1_prot_XP_016263936.1_5280	100	85	0	0	1	85	79	163	2.40E-57	179
g8417	lcl|NW_015622821.1_prot_XP_016263937.1_5281	100	150	0	0	1	150	79	228	1.28E-107	305
g8418	lcl|NW_015622826.1_prot_XP_016259584.1_10112	49.829	293	141	3	1	289	70	360	7.74E-98	308
g8419	lcl|NW_015622827.1_prot_XP_016258478.1_10221	25.391	256	181	4	16	261	75	330	2.90E-19	85.1
g842	lcl|NW_015622824.1_prot_XP_016260724.1_8520	31.053	190	99	5	16	176	111	297	3.36E-22	91.3
g8420	lcl|NW_015622821.1_prot_XP_016263938.1_5282	100	680	0	0	1	680	79	758	0	1405
g8421	lcl|NW_015622823.1_prot_XP_016261367.1_7437	62.132	272	102	1	1	272	77	347	5.22E-121	348
g8422	lcl|NW_015622821.1_prot_XP_016263939.1_5283	100	367	0	0	1	367	170	536	0	771
g8423	lcl|NW_015622821.1_prot_XP_016263940.1_5284	100	517	0	0	1	517	79	595	0	1052
g8424	lcl|NW_015622821.1_prot_XP_016263941.1_5285	100	228	0	0	1	228	79	306	1.82E-173	478
g8425	lcl|NW_015622821.1_prot_XP_016263942.1_5286	100	537	0	0	1	537	79	615	0	1130
g8426	lcl|NW_015622821.1_prot_XP_016263943.1_5287	100	201	0	0	1	201	79	279	1.85E-142	397
g8427	lcl|NW_015622821.1_prot_XP_016263944.1_5288	100	158	0	0	1	158	79	236	1.98E-115	325
g8428	lcl|NW_015622821.1_prot_XP_016263945.1_5289	100	229	0	0	1	229	79	307	1.60E-167	462
g8429	lcl|NW_015622821.1_prot_XP_016263946.1_5290	100	208	0	0	1	208	79	286	1.66E-154	428
g843	lcl|NW_015622828.1_prot_XP_016258328.1_11124	47.325	243	121	3	11	249	120	359	1.40E-72	225
g8430	lcl|NW_015622821.1_prot_XP_016263947.1_5291	100	284	0	0	1	284	82	365	0	597
g8431	lcl|NW_015622821.1_prot_XP_016263948.1_5292	96.965	659	0	1	1	659	79	717	0	1285
g8432	lcl|NW_015622822.1_prot_XP_016262167.1_6113	44.33	485	240	9	5	482	117	578	8.26E-144	423
g8433	lcl|NW_015622821.1_prot_XP_016263949.1_5293	100	481	0	0	1	481	79	559	0	974
g8434	lcl|NW_015622821.1_prot_XP_016263950.1_5294	100	918	0	0	1	918	79	996	0	1867
g8435	lcl|NW_015622821.1_prot_XP_016263953.1_5297	100	362	0	0	342	703	1	362	0	757
g8436	lcl|NW_015622828.1_prot_XP_016258362.1_11158	100	258	0	0	1	258	79	336	0	523
g8437	lcl|NW_015622822.1_prot_XP_016262889.1_6835	43.162	234	116	6	9	229	1	230	1.68E-59	187
g8438	lcl|NW_015622828.1_prot_XP_016258363.1_11159	100	341	0	0	1	341	79	419	0	695
g8439	lcl|NW_015622828.1_prot_XP_016258364.1_11160	100	294	0	0	1	294	79	372	0	560
g844	lcl|NW_015622820.1_prot_XP_016265958.1_4503	100	626	0	0	578	1203	44	669	0	1303
g8440	lcl|NW_015622828.1_prot_XP_016258365.1_11161	100	133	0	0	1	133	68	200	6.80E-95	271
g8441	lcl|NW_015622828.1_prot_XP_016258366.1_11162	100	455	0	0	1	455	79	533	0	945
g8442	lcl|NW_015622828.1_prot_XP_016258367.1_11163	100	315	0	0	1	315	79	393	0	642
g8443	lcl|NW_015622828.1_prot_XP_016258368.1_11164	100	443	0	0	1	443	36	478	0	924
g8444	lcl|NW_015622828.1_prot_XP_016258370.1_11166	100	978	0	0	426	1403	1	978	0	2034
g8445	lcl|NW_015622828.1_prot_XP_016258372.1_11168	100	632	0	0	1	632	120	751	0	1316
g8446	lcl|NW_015622828.1_prot_XP_016258373.1_11169	98.496	133	2	0	1	133	90	222	7.75E-99	283
g8447	lcl|NW_015622828.1_prot_XP_016258374.1_11170	100	64	0	0	1	64	115	178	1.15E-42	134
g8448	lcl|NW_015622828.1_prot_XP_016258375.1_11171	100	226	0	0	1	226	79	304	1.68E-164	455
g8449	lcl|NW_015622828.1_prot_XP_016258376.1_11172	100	293	0	0	1	293	79	371	0	617
g845	lcl|NW_015622820.1_prot_XP_016265960.1_4505	100	235	0	0	1	235	79	313	2.80E-177	489
g8450	lcl|NW_015622828.1_prot_XP_016258382.1_11178	100	403	0	0	1	403	79	481	0	827
g8451	lcl|NW_015622828.1_prot_XP_016258383.1_11179	100	492	0	0	1	492	79	570	0	1018
g8452	lcl|NW_015622828.1_prot_XP_016258386.1_11182	100	450	0	0	26	475	78	527	0	927
g8454	lcl|NW_015622828.1_prot_XP_016258389.1_11186	100	739	0	0	407	1145	1	739	0	1508
g8455	lcl|NW_015622828.1_prot_XP_016258394.1_11190	100	552	0	0	1	552	79	630	0	1134
g8456	lcl|NW_015622828.1_prot_XP_016258395.1_11191	100	379	0	0	1	379	79	457	0	768
g8457	lcl|NW_015622818.1_prot_XP_016268789.1_1288	98.053	719	13	1	1	718	79	797	0	1456
g8458	lcl|NW_015622818.1_prot_XP_016268791.1_1286	100	760	0	0	1	760	79	838	0	1565
g846	lcl|NW_015622821.1_prot_XP_016264372.1_5716	28.355	462	310	13	1	449	60	513	1.67E-39	148
g8460	lcl|NW_015622818.1_prot_XP_016268786.1_1283	100	211	0	0	1	211	112	322	2.81E-154	429
g8461	lcl|NW_015622818.1_prot_XP_016268785.1_1282	100	42	0	0	1	42	79	120	2.14E-25	88.2
g8463	lcl|NW_015622818.1_prot_XP_016268784.1_1281	100	348	0	0	1	348	79	426	0	720
g8464	lcl|NW_015622818.1_prot_XP_016268783.1_1280	100	186	0	0	1	186	79	264	1.51E-136	380
g8465	lcl|NW_015622818.1_prot_XP_016268781.1_1278	100	506	0	0	1	506	79	584	0	1054
g8466	lcl|NW_015622818.1_prot_XP_016268780.1_1277	100	301	0	0	1	301	79	379	0	632
g8467	lcl|NW_015622818.1_prot_XP_016268779.1_1276	100	164	0	0	1	164	146	309	5.11E-118	335
g8468	lcl|NW_015622818.1_prot_XP_016268778.1_1275	96	125	0	1	1	125	79	198	1.86E-81	236
g8469	lcl|NW_015622822.1_prot_XP_016262267.1_6213	39.738	229	116	6	7	218	86	309	9.43E-50	164
g8470	lcl|NW_015622818.1_prot_XP_016268777.1_1274	100	425	0	0	1	425	30	454	0	874
g8471	lcl|NW_015622818.1_prot_XP_016268775.1_1272	100	482	0	0	1	482	79	560	0	1000
g8473	lcl|NW_015622818.1_prot_XP_016268774.1_1271	100	771	0	0	1	771	142	912	0	1597
g8474	lcl|NW_015622818.1_prot_XP_016268773.1_1270	100	394	0	0	1	394	79	472	0	815
g8475	lcl|NW_015622818.1_prot_XP_016268772.1_1269	98.593	1137	1	1	1	1122	79	1215	0	2191
g8476	lcl|NW_015622818.1_prot_XP_016268771.1_1268	100	169	0	0	1	169	79	247	9.46E-127	354
g8477	lcl|NW_015622818.1_prot_XP_016268768.1_1265	100	625	0	0	1	625	79	703	0	1280
g8478	lcl|NW_015622818.1_prot_XP_016268767.1_1264	100	128	0	0	1	128	79	206	7.23E-95	270
g8479	lcl|NW_015622820.1_prot_XP_016265656.1_4201	100	185	0	0	1	185	487	671	3.77E-130	379
g848	lcl|NW_015622820.1_prot_XP_016265961.1_4506	100	56	0	0	1	56	79	134	8.48E-36	115
g8480	lcl|NW_015622820.1_prot_XP_016265655.1_4200	100	311	0	0	1	311	79	389	0	641
g8481	lcl|NW_015622820.1_prot_XP_016265654.1_4199	100	961	0	0	1	961	79	1039	0	1988
g8482	lcl|NW_015622820.1_prot_XP_016265653.1_4198	100	167	0	0	1	167	79	245	4.17E-115	325
g8483	lcl|NW_015622820.1_prot_XP_016265652.1_4197	100	840	0	0	1	840	79	918	0	1712
g8484	lcl|NW_015622820.1_prot_XP_016265651.1_4196	100	402	0	0	1	402	79	480	0	832
g8485	lcl|NW_015622820.1_prot_XP_016265650.1_4195	100	212	0	0	1	212	79	290	1.54E-154	428
g8486	lcl|NW_015622820.1_prot_XP_016265649.1_4194	100	575	0	0	1	575	79	653	0	1192
g8487	lcl|NW_015622820.1_prot_XP_016265647.1_4192	100	145	0	0	1	145	75	219	6.69E-103	292
g8488	lcl|NW_015622820.1_prot_XP_016265646.1_4191	100	177	0	0	1	177	79	255	7.56E-129	360
g8489	lcl|NW_015622820.1_prot_XP_016265645.1_4190	99.906	1060	1	0	1	1060	79	1138	0	2207
g849	lcl|NW_015622824.1_prot_XP_016261007.1_8803	35.215	372	222	8	2	364	543	904	3.25E-57	199
g8490	lcl|NW_015622820.1_prot_XP_016265644.1_4189	100	373	0	0	367	739	1	373	0	774
g8492	lcl|NW_015622820.1_prot_XP_016265642.1_4187	100	392	0	0	1	392	79	470	0	803
g8494	lcl|NW_015622820.1_prot_XP_016265639.1_4184	100	587	0	0	1	587	79	665	0	1224
g8495	lcl|NW_015622820.1_prot_XP_016265638.1_4183	100	501	0	0	1	501	79	579	0	1040
g8496	lcl|NW_015622820.1_prot_XP_016265637.1_4182	100	284	0	0	1	284	79	362	0	571
g8497	lcl|NW_015622842.1_prot_XP_016256689.1_12485	50.621	322	149	4	1	313	224	544	9.15E-90	290
g8498	lcl|NW_015622823.1_prot_XP_016261917.1_7987	98.625	582	0	1	1	582	79	652	0	1186
g8499	lcl|NW_015622818.1_prot_XP_016268817.1_1314	41.615	322	172	8	1	311	84	400	1.90E-70	223
g85	lcl|NW_015622830.1_prot_XP_016257563.1_11493	100	418	0	0	1	418	263	680	0	872
g850	lcl|NW_015622820.1_prot_XP_016265962.1_4507	100	123	0	0	1	123	1	123	3.95E-89	253
g8500	lcl|NW_015622823.1_prot_XP_016261918.1_7988	100	426	0	0	1	426	79	504	0	879
g8501	lcl|NW_015622823.1_prot_XP_016261919.1_7989	100	459	0	0	1	459	79	537	0	954
g8502	lcl|NW_015622823.1_prot_XP_016261920.1_7990	100	484	0	0	1	484	79	562	0	987
g8503	lcl|NW_015622823.1_prot_XP_016261921.1_7991	99.839	620	1	0	1	620	79	698	0	1275
g8504	lcl|NW_015622823.1_prot_XP_016261922.1_7992	100	265	0	0	1	265	97	361	0	547
g8505	lcl|NW_015622823.1_prot_XP_016261924.1_7994	100	434	0	0	1	434	37	470	0	889
g8506	lcl|NW_015622823.1_prot_XP_016261925.1_7995	100	476	0	0	1	476	61	536	0	969
g8507	lcl|NW_015622823.1_prot_XP_016261926.1_7996	100	154	0	0	1	154	79	232	1.96E-112	317
g8508	lcl|NW_015622823.1_prot_XP_016261927.1_7997	100	686	0	0	1	686	79	764	0	1430
g8509	lcl|NW_015622823.1_prot_XP_016261504.1_7574	50	32	16	0	25	56	101	132	0.001	33.9
g851	lcl|NW_015622821.1_prot_XP_016264566.1_5910	78.107	507	104	2	1	501	79	584	0	819
g8510	lcl|NW_015622823.1_prot_XP_016261928.1_7998	100	419	0	0	1	419	79	497	0	848
g8512	lcl|NW_015622823.1_prot_XP_016261930.1_8000	99.832	595	1	0	90	684	6	600	0	1210
g8513	lcl|NW_015622823.1_prot_XP_016261932.1_8002	100	204	0	0	1	204	132	335	2.19E-151	422
g8514	lcl|NW_015622823.1_prot_XP_016261933.1_8003	100	1750	0	0	1	1750	79	1828	0	3635
g8515	lcl|NW_015622823.1_prot_XP_016261471.1_7541	44.444	45	23	1	2	46	312	354	3.54E-09	48.5
g8516	lcl|NW_015622829.1_prot_XP_016257851.1_11360	100	90	0	0	1	90	353	442	3.63E-59	185
g8517	lcl|NW_015622819.1_prot_XP_016266678.1_2331	31.604	212	131	6	2	201	75	284	2.12E-29	109
g8518	lcl|NW_015622818.1_prot_XP_016268009.1_506	32.105	380	228	8	2	361	87	456	2.22E-49	172
g8519	lcl|NW_015622829.1_prot_XP_016257852.1_11361	100	188	0	0	1	188	130	317	3.11E-119	339
g852	lcl|NW_015622826.1_prot_XP_016259507.1_10035	44.094	127	70	1	2	127	61	187	1.53E-34	117
g8520	lcl|NW_015622829.1_prot_XP_016257854.1_11363	100	332	0	0	1	332	105	436	0	691
g8521	lcl|NW_015622829.1_prot_XP_016257856.1_11365	99.842	633	1	0	379	1011	173	805	0	1312
g8522	lcl|NW_015622829.1_prot_XP_016257857.1_11366	100	854	0	0	497	1350	9	862	0	1764
g8523	lcl|NW_015622829.1_prot_XP_016257859.1_11368	100	572	0	0	1	572	84	655	0	1186
g8524	lcl|NW_015622829.1_prot_XP_016257860.1_11369	100	112	0	0	1	112	79	190	1.17E-81	236
g8525	lcl|NW_015622829.1_prot_XP_016257861.1_11370	100	278	0	0	1	278	79	356	0	570
g8526	lcl|NW_015622829.1_prot_XP_016257862.1_11371	95.731	937	0	1	158	1054	1	937	0	1805
g8527	lcl|NW_015622829.1_prot_XP_016257864.1_11373	100	372	0	0	1	372	79	450	0	746
g8528	lcl|NW_015622829.1_prot_XP_016257865.1_11374	100	228	0	0	1	228	79	306	4.10E-174	479
g8529	lcl|NW_015622829.1_prot_XP_016257866.1_11375	100	499	0	0	1	499	79	577	0	1018
g853	lcl|NW_015622820.1_prot_XP_016265964.1_4510	100	407	0	0	1	407	79	485	0	837
g8530	lcl|NW_015622829.1_prot_XP_016257867.1_11376	95.144	556	6	2	111	666	287	821	0	1053
g8531	lcl|NW_015622821.1_prot_XP_016263542.1_4886	41.818	440	251	1	1	440	63	497	3.44E-115	345
g8532	lcl|NW_015622828.1_prot_XP_016258233.1_11029	37.374	198	116	5	1	192	68	263	5.72E-36	126
g8533	lcl|NW_015622823.1_prot_XP_016261673.1_7743	35.088	171	108	2	96	266	148	315	1.28E-26	107
g8534	lcl|NW_015622829.1_prot_XP_016257868.1_11377	100	656	0	0	1	656	79	734	0	1355
